c1,c2,d1,d3,win
c1,d1,d3,e2,win
c1,d1,d3,e2,win
c1,d1,d3,e2
c1,d1,d3,e2,win
c1,d1,d3,e2,win
c1,d1,d3,e2,win
c1,d1,d3,e2,win
b1,c1,d1,d3
c1,d1,d3,f1
c1,d1,d3,f1
c1,d1,d3,f1
c1,d1,d3,f1,win
c1,d1,d3,f1
a1,c1,d1,d3
c1,d1,d3,g1
c1,d1,d3,g1
c1,d1,d3,g1
c1,d1,d3,g1
c1,d1,d3,g1,win
c1,c2,d1,d3
c1,c2,d1,d3,win
c1,c2,d1,d3,win
c1,c2,d1,d3,win
c1,c2,d1,d3,win
c1,d1,d3,e1
b2,c1,d1,d3,win
b2,c1,d1,d3,win
b2,c1,d1,d3,win
b2,c1,d1,d3
b2,c1,d1,d3
b2,c1,d1,d3,win
b2,c1,d1,d3,win
a1,c1,d1,d3
a1,c1,d1,d3
a1,c1,d1,d3
a1,c1,d1,d3
c1,d1,d3,g1
c1,d1,d3,g1
c1,d1,d3,g1
c1,d1,d3,g1,win
c1,c2,d1,d3,win
c1,c2,d1,d3,win
c1,c2,d1,d3,win
c1,c2,d1,d3,win
c1,d1,d3,f2,win
c1,d1,d3,f2,win
c1,d1,d3,f2,win
c1,d1,d3,f2
c1,d1,d3,f2,win
c1,d1,d3,f2,win
c1,d1,d3,f2,win
c1,d1,d3,g1,win
c1,d1,d3,g1
c1,d1,d3,g1,win
c1,c2,d1,d3,win
c1,c2,d1,d3,win
c1,c2,d1,d3,win
a2,c1,d1,d3,win
a2,c1,d1,d3,win
a2,c1,d1,d3
a2,c1,d1,d3,win
a2,c1,d1,d3
a2,c1,d1,d3,win
a2,c1,d1,d3,win
c1,d1,d3,g1,win
c1,d1,d3,g1,win
c1,c2,d1,d3,win
c1,c2,d1,d3,win
c1,d1,d3,g2,win
c1,d1,d3,g2,win
c1,d1,d3,g2
c1,d1,d3,g2
c1,d1,d3,g2,win
c1,d1,d3,g2,win
c1,d1,d3,g2,win
b1,d1,d3,d6
b1,d1,d3,d6
b1,d1,d3,d6,win
b1,d1,d3,d6,win
b1,d1,d3,d6
b1,d1,d3,d6,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,f1,win
b1,d1,d3,f1
b1,d1,d3,f1,win
b1,d1,d3,f1,win
a1,b1,d1,d3
b1,d1,d3,g1,win
b1,d1,d3,g1
b1,d1,d3,g1
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,c2,d1,d3,win
b1,c2,d1,d3
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,f1
b1,d1,d3,f1
b1,d1,d3,f1
b1,d1,d3,f1
b1,d1,d3,f1
b1,d1,d3,f1
a1,b1,d1,d3
a1,b1,d1,d3,win
a1,b1,d1,d3
a1,b1,d1,d3
a1,b1,d1,d3
a1,b1,d1,d3
b1,d1,d3,g1
b1,d1,d3,g1,win
b1,d1,d3,g1
b1,d1,d3,g1
b1,d1,d3,g1
b1,d1,d3,g1,win
b1,d1,d3,e2,win
b1,d1,d3,e2,win
b1,d1,d3,e2,win
b1,d1,d3,e2,win
b1,d1,d3,e2,win
b1,d1,d3,e2,win
b1,d1,d3,e2,win
b1,b2,d1,d3,win
b1,b2,d1,d3
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,g1
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,g1
b1,d1,d3,g1,win
b1,d1,d3,d5,win
b1,b3,d1,d3,win
b1,b3,d1,d3
b1,b3,d1,d3,win
b1,b3,d1,d3,win
b1,b3,d1,d3,win
b1,b3,d1,d3
b1,b3,d1,d3,win
b1,d1,d3,f1,win
b1,d1,d3,f1,win
b1,d1,d3,f1,win
b1,d1,d3,f1,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,f2,win
b1,d1,d3,f2,win
b1,d1,d3,f2,win
b1,d1,d3,f2,win
b1,d1,d3,f2,win
b1,d1,d3,f2,win
b1,d1,d3,f2,win
b1,d1,d3,g1,win
b1,d1,d3,g1
b1,d1,d3,g1,win
b1,b2,d1,d3
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,f1,win
b1,d1,d3,f1
a2,b1,d1,d3,win
a2,b1,d1,d3
a2,b1,d1,d3,win
a2,b1,d1,d3
a2,b1,d1,d3
a2,b1,d1,d3
a2,b1,d1,d3,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,g2,win
b1,d1,d3,g2,win
b1,d1,d3,g2,win
b1,d1,d3,g2,win
b1,d1,d3,g2,win
b1,d1,d3,g2,win
b1,d1,d3,g2,win
a1,d1,d3,d6
a1,d1,d3,d6
a1,d1,d3,d6
a1,d1,d3,d6
a1,d1,d3,d6
a1,d1,d3,d6
a1,a2,d1,d3,win
a1,a2,d1,d3,win
a1,a2,d1,d3,win
a1,a2,d1,d3,win
a1,a2,d1,d3
a1,a2,d1,d3,win
a1,a2,d1,d3,win
a1,d1,d3,g1
a1,d1,d3,g1
a1,d1,d3,g1
a1,d1,d3,g1
a1,c2,d1,d3,win
a1,c2,d1,d3
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,a2,d1,d3,win
a1,a2,d1,d3,win
a1,a2,d1,d3,win
a1,a2,d1,d3
a1,a2,d1,d3,win
a1,a2,d1,d3,win
a1,d1,d3,g1
a1,d1,d3,g1
a1,d1,d3,g1
a1,d1,d3,g1
a1,d1,d3,g1,win
a1,d1,d3,g1,win
a1,d1,d3,e2,win
a1,d1,d3,e2,win
a1,d1,d3,e2
a1,d1,d3,e2,win
a1,d1,d3,e2,win
a1,d1,d3,e2,win
a1,d1,d3,e2,win
a1,a2,d1,d3
a1,a2,d1,d3,win
a1,a2,d1,d3
a1,a2,d1,d3,win
a1,a2,d1,d3,win
a1,b2,d1,d3
a1,b2,d1,d3,win
a1,b2,d1,d3,win
a1,b2,d1,d3
a1,b2,d1,d3
a1,b2,d1,d3,win
a1,b2,d1,d3,win
a1,a2,d1,d3,win
a1,a2,d1,d3
a1,a2,d1,d3
a1,a2,d1,d3,win
a1,d1,d3,g1
a1,d1,d3,g1
a1,d1,d3,g1
a1,d1,d3,g1
a1,d1,d3,f2,win
a1,d1,d3,f2,win
a1,d1,d3,f2,win
a1,d1,d3,f2
a1,d1,d3,f2
a1,d1,d3,f2,win
a1,d1,d3,f2,win
a1,a2,d1,d3
a1,a2,d1,d3,win
a1,a2,d1,d3,win
a1,d1,d3,d5,win
a1,d1,d3,e1,win
a1,d1,d3,f1,win
a1,a3,d1,d3,win
a1,a3,d1,d3,win
a1,a3,d1,d3,win
a1,a3,d1,d3
a1,a3,d1,d3,win
a1,a3,d1,d3,win
a1,a3,d1,d3,win
a1,d1,d3,g1,win
a1,d1,d3,g1,win
a1,a2,d1,d3,win
a1,a2,d1,d3,win
a1,d1,d3,g2,win
a1,d1,d3,g2,win
a1,d1,d3,g2,win
a1,d1,d3,g2
a1,d1,d3,g2,win
a1,d1,d3,g2,win
a1,d1,d3,g2,win
d1,d3,d4,d6
d1,d3,d4,d6,win
d1,d3,d4,d6,win
d1,d3,d4,d6,win
d1,d3,d4,d6,win
d1,d3,d4,d6
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
b1,d1,d3,d4,win
b1,d1,d3,d4
b1,d1,d3,d4,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
a1,d1,d3,d4,win
a1,d1,d3,d4
a1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,d5,win
c3,d1,d3,d4,win
c3,d1,d3,d4,win
c3,d1,d3,d4,win
c3,d1,d3,d4,win
c3,d1,d3,d4,win
c3,d1,d3,d4,win
c3,d1,d3,d4
d1,d3,d4,e1
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
b1,d1,d3,d4,win
b1,d1,d3,d4
b1,d1,d3,d4
b1,d1,d3,d4,win
b1,d1,d3,d4
d1,d3,d4,f1,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4
a1,d1,d3,d4,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,d5,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
d1,d3,d4,d5,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
b2,d1,d3,d4,win
b2,d1,d3,d4,win
b2,d1,d3,d4,win
b2,d1,d3,d4,win
b2,d1,d3,d4,win
b2,d1,d3,d4,win
b2,d1,d3,d4,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,d5,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
d1,d3,d4,f2,win
d1,d3,d4,f2,win
d1,d3,d4,f2,win
d1,d3,d4,f2,win
d1,d3,d4,f2,win
d1,d3,d4,f2,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,d5,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
a2,d1,d3,d4,win
a2,d1,d3,d4,win
a2,d1,d3,d4,win
a2,d1,d3,d4,win
a2,d1,d3,d4,win
a2,d1,d3,d4,win
a2,d1,d3,d4,win
d1,d3,d4,g1,win
d1,d3,d4,g1,win
d1,d3,d4,d5,win
c2,d1,d3,d4,win
c2,d1,d3,d4,win
d1,d3,d4,e1,win
d1,d3,d4,e1,win
b1,d1,d3,d4,win
b1,d1,d3,d4,win
d1,d3,d4,f1,win
d1,d3,d4,f1,win
a1,d1,d3,d4,win
a1,d1,d3,d4,win
d1,d3,d4,g2,win
d1,d3,d4,g2
d1,d3,d4,g2,win
d1,d3,d4,g2,win
d1,d3,d4,g2,win
d1,d3,d4,g2,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,d1,d3,d4,win
c2,c4,d1,d3,win
c2,c4,d1,d3,win
c2,c4,d1,d3,win
c2,c4,d1,d3,win
c2,c4,d1,d3,win
c2,c4,d1,d3,win
c2,c4,d1,d3,win
c2,d1,d3,e1
c2,d1,d3,e1,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
b1,c2,d1,d3
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3
c2,d1,d3,f1
c2,d1,d3,f1,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
a1,c2,d1,d3
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,d1,d3,e2,win
c2,d1,d3,e2,win
c2,d1,d3,e2,win
c2,d1,d3,e2,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
b2,c2,d1,d3,win
b2,c2,d1,d3
b2,c2,d1,d3,win
b2,c2,d1,d3,win
b2,c2,d1,d3,win
b2,c2,d1,d3,win
b2,c2,d1,d3,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
c2,d1,d3,f2,win
c2,d1,d3,f2,win
c2,d1,d3,f2,win
c2,d1,d3,f2,win
c2,d1,d3,f2,win
c2,d1,d3,f2,win
c2,d1,d3,f2,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
a2,c2,d1,d3,win
a2,c2,d1,d3,win
a2,c2,d1,d3,win
a2,c2,d1,d3,win
a2,c2,d1,d3,win
a2,c2,d1,d3,win
a2,c2,d1,d3,win
c2,d1,d3,g1,win
c2,d1,d3,g1,win
c2,c3,d1,d3,win
c2,c3,d1,d3,win
c2,d1,d3,e1,win
c2,d1,d3,e1,win
b1,c2,d1,d3,win
b1,c2,d1,d3,win
c2,d1,d3,f1,win
c2,d1,d3,f1,win
a1,c2,d1,d3,win
a1,c2,d1,d3,win
c2,d1,d3,g2,win
c2,d1,d3,g2,win
c2,d1,d3,g2,win
c2,d1,d3,g2,win
c2,d1,d3,g2,win
c2,d1,d3,g2,win
c2,d1,d3,g2,win
c3,d1,d3,e1,win
c3,d1,d3,e1,win
c3,d1,d3,e1
c3,d1,d3,e1,win
c3,d1,d3,e1,win
c3,d1,d3,e1,win
c3,d1,d3,e1,win
d1,d3,e1,e2
d1,d3,e1,e2,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
b1,d1,d3,e1
b1,d1,d3,e1
b1,d1,d3,e1,win
d1,d3,e1,f1
a1,d1,d3,e1
a1,d1,d3,e1,win
a1,d1,d3,e1
a1,d1,d3,e1
a1,d1,d3,e1
d1,d3,e1,g1
d1,d3,d4,e1,win
c2,d1,d3,e1,win
d1,d3,e1,e3,win
d1,d3,e1,e3,win
d1,d3,e1,e3,win
d1,d3,e1,e3,win
d1,d3,e1,e3,win
d1,d3,e1,e3,win
b1,d1,d3,e1
b1,d1,d3,e1,win
b1,d1,d3,e1,win
b1,d1,d3,e1,win
d1,d3,e1,f1
a1,d1,d3,e1
a1,d1,d3,e1,win
a1,d1,d3,e1,win
a1,d1,d3,e1,win
a1,d1,d3,e1
d1,d3,e1,g1,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
b2,d1,d3,e1,win
b2,d1,d3,e1,win
b2,d1,d3,e1,win
b2,d1,d3,e1,win
b2,d1,d3,e1,win
b2,d1,d3,e1,win
d1,d3,e1,f1,win
a1,d1,d3,e1,win
a1,d1,d3,e1,win
a1,d1,d3,e1,win
a1,d1,d3,e1,win
d1,d3,e1,g1,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
b1,d1,d3,e1,win
b1,d1,d3,e1,win
b1,d1,d3,e1,win
b1,d1,d3,e1,win
d1,d3,e1,f2,win
d1,d3,e1,f2,win
d1,d3,e1,f2,win
d1,d3,e1,f2,win
d1,d3,e1,f2,win
d1,d3,e1,f2,win
a1,d1,d3,e1,win
a1,d1,d3,e1,win
a1,d1,d3,e1,win
d1,d3,e1,g1
d1,d3,e1,g1,win
d1,d3,e1,g1,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
b1,d1,d3,e1,win
b1,d1,d3,e1,win
b1,d1,d3,e1,win
d1,d3,e1,f1,win
a2,d1,d3,e1,win
a2,d1,d3,e1,win
a2,d1,d3,e1,win
a2,d1,d3,e1,win
a2,d1,d3,e1,win
a2,d1,d3,e1,win
d1,d3,e1,e2,win
d1,d3,e1,e2,win
b1,d1,d3,e1,win
b1,d1,d3,e1,win
d1,d3,e1,f1
d1,d3,e1,f1,win
a1,d1,d3,e1,win
a1,d1,d3,e1,win
d1,d3,e1,g2
d1,d3,e1,g2,win
d1,d3,e1,g2,win
d1,d3,e1,g2,win
d1,d3,e1,g2,win
d1,d3,e1,g2,win
b1,c3,d1,d3
b1,c3,d1,d3,win
b1,c3,d1,d3,win
b1,c3,d1,d3
b1,c3,d1,d3,win
b1,c3,d1,d3,win
b1,c3,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,f1
b1,d1,d3,f1
b1,d1,d3,f1
b1,d1,d3,f1,win
b1,d1,d3,f1
a1,b1,d1,d3,win
a1,b1,d1,d3
a1,b1,d1,d3
b1,d1,d3,g1,win
b1,d1,d3,g1
b1,d1,d3,g1
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,f1,win
b1,d1,d3,f1,win
a1,b1,d1,d3,win
a1,b1,d1,d3,win
a1,b1,d1,d3,win
a1,b1,d1,d3,win
a1,b1,d1,d3,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,d4,win
b1,c2,d1,d3,win
b1,d1,d3,e1,win
b1,b3,d1,d3
b1,b3,d1,d3,win
b1,b3,d1,d3
b1,b3,d1,d3,win
b1,b3,d1,d3,win
b1,b3,d1,d3
b1,d1,d3,f1
b1,d1,d3,f1
b1,d1,d3,f1,win
b1,d1,d3,f1
a1,b1,d1,d3
a1,b1,d1,d3
a1,b1,d1,d3
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,f2
b1,d1,d3,f2,win
b1,d1,d3,f2,win
b1,d1,d3,f2,win
b1,d1,d3,f2,win
b1,d1,d3,f2,win
a1,b1,d1,d3,win
a1,b1,d1,d3,win
a1,b1,d1,d3,win
b1,d1,d3,g1
b1,d1,d3,g1,win
b1,d1,d3,g1
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,f1,win
b1,d1,d3,f1,win
b1,d1,d3,f1,win
a2,b1,d1,d3,win
a2,b1,d1,d3,win
a2,b1,d1,d3,win
a2,b1,d1,d3,win
a2,b1,d1,d3,win
a2,b1,d1,d3,win
b1,d1,d3,g1,win
b1,d1,d3,g1,win
b1,b2,d1,d3,win
b1,b2,d1,d3,win
b1,d1,d3,f1
b1,d1,d3,f1
a1,b1,d1,d3,win
a1,b1,d1,d3,win
b1,d1,d3,g2
b1,d1,d3,g2,win
b1,d1,d3,g2,win
b1,d1,d3,g2,win
b1,d1,d3,g2,win
b1,d1,d3,g2,win
c3,d1,d3,f1,win
c3,d1,d3,f1,win
c3,d1,d3,f1,win
c3,d1,d3,f1,win
c3,d1,d3,f1,win
c3,d1,d3,f1,win
c3,d1,d3,f1,win
d1,d3,f1,f2,win
d1,d3,f1,f2,win
d1,d3,f1,f2,win
d1,d3,f1,f2,win
a1,d1,d3,f1,win
a1,d1,d3,f1
a1,d1,d3,f1,win
